Bacterium,Pathway,Value
Helicobacter pylori OK310,map00521,0.09
Helicobacter pylori OK310,map00524,0.08
Helicobacter pylori OK310,map00540,10.62
Helicobacter pylori OK310,map00541,4.47
Helicobacter pylori OK310,map00550,0.24
Helicobacter pylori OK310,map00561,1.03
Helicobacter pylori OK310,map00562,0.01
Helicobacter pylori OK310,map00564,2.93
Helicobacter pylori OK310,map00565,0.59
Helicobacter pylori OK310,map00590,0.59
Helicobacter pylori OK310,map00591,0.59
Helicobacter pylori OK310,map00592,1.18
Helicobacter pylori OK310,map00601,1.16
Helicobacter pylori OK310,map00603,0.58
Helicobacter pylori OK310,map00620,3.43
Helicobacter pylori OK310,map00621,0.48
Helicobacter pylori OK310,map00622,0.48
Helicobacter pylori OK310,map00627,0.59
Helicobacter pylori OK310,map00630,3.36
Helicobacter pylori OK310,map00633,0.01
Helicobacter pylori OK310,map00640,1.57
Helicobacter pylori OK310,map00643,0.59
Helicobacter pylori OK310,map00650,1.37
Helicobacter pylori OK310,map00670,0.95
Helicobacter pylori OK310,map00730,1.13
Helicobacter pylori OK310,map00740,0.46
Helicobacter pylori OK310,map00750,1.07
Helicobacter pylori OK310,map00760,1.1
Helicobacter pylori OK310,map00770,1.2
Helicobacter pylori OK310,map00780,2.26
Helicobacter pylori OK310,map00790,5.59
Helicobacter pylori OK310,map00791,0.51
Helicobacter pylori OK310,map00860,2.74
Helicobacter pylori OK310,map00900,1.66
Helicobacter pylori OK310,map00908,0.01
Helicobacter pylori OK310,map00930,0.51
Helicobacter pylori OK310,map00950,0.04
Helicobacter pylori OK310,map00960,0.04
Helicobacter pylori OK310,map00966,0.03
Helicobacter pylori OK310,map00983,0.55
Helicobacter pylori OK310,map01051,0.01
Helicobacter pylori P12,map00010,2.3
Helicobacter pylori P12,map00020,2.26
Helicobacter pylori P12,map00030,2.65
Helicobacter pylori P12,map00040,0.95
Helicobacter pylori P12,map00051,1.87
Helicobacter pylori P12,map00052,0.24
Helicobacter pylori P12,map00053,0.51
Helicobacter pylori P12,map00061,0.8
Helicobacter pylori P12,map00071,0.16
Helicobacter pylori P12,map00121,0.5
Helicobacter pylori P12,map00130,4.32
Helicobacter pylori P12,map00220,1.18
Helicobacter pylori P12,map00230,3.9
Helicobacter pylori P12,map00240,3.16
Helicobacter pylori P12,map00250,2.22
Helicobacter pylori P12,map00254,0.06
Helicobacter pylori P12,map00260,1.69
Helicobacter pylori P12,map00261,0.07
Helicobacter pylori P12,map00270,1.11
Helicobacter pylori P12,map00280,1.43
Helicobacter pylori P12,map00290,0.26
Helicobacter pylori P12,map00300,1.03
Helicobacter pylori P12,map00310,0.53
Helicobacter pylori P12,map00330,3.55
Helicobacter pylori P12,map00350,0.04
Helicobacter pylori P12,map00360,1.2
Helicobacter pylori P12,map00362,0.64
Helicobacter pylori P12,map00380,1.2
Helicobacter pylori P12,map00400,1.7
Helicobacter pylori P12,map00401,0.21
Helicobacter pylori P12,map00405,0.26
Helicobacter pylori P12,map00410,0.44
Helicobacter pylori P12,map00430,1.26
Helicobacter pylori P12,map00450,0.49
Helicobacter pylori P12,map00460,1.32
Helicobacter pylori P12,map00480,2.53
Helicobacter pylori P12,map00500,0.22
Helicobacter pylori P12,map00513,0.58
Helicobacter pylori P12,map00515,0.58
Helicobacter pylori P12,map00520,4.7
Helicobacter pylori P12,map00521,0.09
Helicobacter pylori P12,map00524,0.08
Helicobacter pylori P12,map00540,10.62
Helicobacter pylori P12,map00541,4.47
Helicobacter pylori P12,map00550,0.24
Helicobacter pylori P12,map00561,1.03
Helicobacter pylori P12,map00562,0.01
Helicobacter pylori P12,map00564,2.93
Helicobacter pylori P12,map00565,0.59
Helicobacter pylori P12,map00590,0.59
Helicobacter pylori P12,map00591,0.59
Helicobacter pylori P12,map00592,1.18
Helicobacter pylori P12,map00601,1.16
Helicobacter pylori P12,map00603,0.58
Helicobacter pylori P12,map00620,3.43
Helicobacter pylori P12,map00621,0.48
Helicobacter pylori P12,map00622,0.48
Helicobacter pylori P12,map00627,0.59
Helicobacter pylori P12,map00630,3.36
Helicobacter pylori P12,map00633,0.01
Helicobacter pylori P12,map00640,1.57
Helicobacter pylori P12,map00643,0.59
Helicobacter pylori P12,map00650,1.37
Helicobacter pylori P12,map00670,0.95
Helicobacter pylori P12,map00730,0.62
Helicobacter pylori P12,map00740,0.46
Helicobacter pylori P12,map00750,1.07
Helicobacter pylori P12,map00760,1.39
Helicobacter pylori P12,map00770,1.2
Helicobacter pylori P12,map00780,2.26
Helicobacter pylori P12,map00790,5.92
Helicobacter pylori P12,map00791,0.51
Helicobacter pylori P12,map00860,2.74
Helicobacter pylori P12,map00900,1.66
Helicobacter pylori P12,map00908,0.01
Helicobacter pylori P12,map00930,0.51
Helicobacter pylori P12,map00950,0.04
Helicobacter pylori P12,map00960,0.04
Helicobacter pylori P12,map00966,0.03
Helicobacter pylori P12,map00983,0.55
Helicobacter pylori P12,map01051,0.01
Helicobacter pylori PeCan18,map00010,1.61
Helicobacter pylori PeCan18,map00020,2.26
Helicobacter pylori PeCan18,map00030,2.65
Helicobacter pylori PeCan18,map00040,0.95
Helicobacter pylori PeCan18,map00051,1.87
Helicobacter pylori PeCan18,map00052,0.24
Helicobacter pylori PeCan18,map00053,0.51
Helicobacter pylori PeCan18,map00061,0.8
Helicobacter pylori PeCan18,map00071,0.16
Helicobacter pylori PeCan18,map00121,0.5
Helicobacter pylori PeCan18,map00130,4.32
Helicobacter pylori PeCan18,map00220,1.18
Helicobacter pylori PeCan18,map00230,3.9
Helicobacter pylori PeCan18,map00240,3.16
Helicobacter pylori PeCan18,map00250,2.22
Helicobacter pylori PeCan18,map00254,0.06
Helicobacter pylori PeCan18,map00260,1.69
Helicobacter pylori PeCan18,map00261,0.07
Helicobacter pylori PeCan18,map00270,1.11
Helicobacter pylori PeCan18,map00280,1.43
Helicobacter pylori PeCan18,map00290,0.26
Helicobacter pylori PeCan18,map00300,1.03
Helicobacter pylori PeCan18,map00310,0.53
Helicobacter pylori PeCan18,map00330,3.55
Helicobacter pylori PeCan18,map00350,0.04
Helicobacter pylori PeCan18,map00360,1.2
Helicobacter pylori PeCan18,map00362,0.64
Helicobacter pylori PeCan18,map00380,1.2
Helicobacter pylori PeCan18,map00400,1.7
Helicobacter pylori PeCan18,map00401,0.21
Helicobacter pylori PeCan18,map00405,0.26
Helicobacter pylori PeCan18,map00410,0.44
Helicobacter pylori PeCan18,map00430,1.26
Helicobacter pylori PeCan18,map00450,0.49
Helicobacter pylori PeCan18,map00460,1.32
Helicobacter pylori PeCan18,map00480,2.53
Helicobacter pylori PeCan18,map00500,0.22
Helicobacter pylori PeCan18,map00513,0.58
Helicobacter pylori PeCan18,map00515,0.58
Helicobacter pylori PeCan18,map00520,4.7
Helicobacter pylori PeCan18,map00521,0.09
Helicobacter pylori PeCan18,map00524,0.08
Helicobacter pylori PeCan18,map00540,10.62
Helicobacter pylori PeCan18,map00541,4.47
Helicobacter pylori PeCan18,map00550,0.24
Helicobacter pylori PeCan18,map00561,1.03
Helicobacter pylori PeCan18,map00562,0.01
Helicobacter pylori PeCan18,map00564,2.93
Helicobacter pylori PeCan18,map00565,0.59
Helicobacter pylori PeCan18,map00590,0.59
Helicobacter pylori PeCan18,map00591,0.59
Helicobacter pylori PeCan18,map00592,1.18
Helicobacter pylori PeCan18,map00601,1.16
Helicobacter pylori PeCan18,map00603,0.58
Helicobacter pylori PeCan18,map00620,2.74
Helicobacter pylori PeCan18,map00621,0.48
Helicobacter pylori PeCan18,map00622,0.48
Helicobacter pylori PeCan18,map00627,0.59
Helicobacter pylori PeCan18,map00630,2.67
Helicobacter pylori PeCan18,map00633,0.01
Helicobacter pylori PeCan18,map00640,0.88
Helicobacter pylori PeCan18,map00643,0.59
Helicobacter pylori PeCan18,map00650,1.37
Helicobacter pylori PeCan18,map00670,0.95
Helicobacter pylori PeCan18,map00730,1.13
Helicobacter pylori PeCan18,map00740,0.46
Helicobacter pylori PeCan18,map00750,1.07
Helicobacter pylori PeCan18,map00760,1.1
Helicobacter pylori PeCan18,map00770,1.2
Helicobacter pylori PeCan18,map00780,2.26
Helicobacter pylori PeCan18,map00790,5.23
Helicobacter pylori PeCan18,map00791,0.51
Helicobacter pylori PeCan18,map00860,2.74
Helicobacter pylori PeCan18,map00900,1.66
Helicobacter pylori PeCan18,map00908,0.01
Helicobacter pylori PeCan18,map00930,0.51
Helicobacter pylori PeCan18,map00950,0.04
Helicobacter pylori PeCan18,map00960,0.04
Helicobacter pylori PeCan18,map00966,0.03
Helicobacter pylori PeCan18,map00983,0.55
Helicobacter pylori PeCan18,map01051,0.01
Helicobacter pylori PeCan4,map00010,2.3
Helicobacter pylori PeCan4,map00020,2.26
Helicobacter pylori PeCan4,map00030,2.65
Helicobacter pylori PeCan4,map00040,0.95
Helicobacter pylori PeCan4,map00051,1.87
Helicobacter pylori PeCan4,map00052,0.24
Helicobacter pylori PeCan4,map00053,0.51
Helicobacter pylori PeCan4,map00061,0.8
Helicobacter pylori PeCan4,map00071,0.16
Helicobacter pylori PeCan4,map00121,0.5
Helicobacter pylori PeCan4,map00130,4.32
Helicobacter pylori PeCan4,map00220,1.18
Helicobacter pylori PeCan4,map00230,4.57
Helicobacter pylori PeCan4,map00240,3.16
Helicobacter pylori PeCan4,map00250,1.86
Helicobacter pylori PeCan4,map00254,0.06
Helicobacter pylori PeCan4,map00260,1.69
Helicobacter pylori PeCan4,map00261,0.07
Helicobacter pylori PeCan4,map00270,1.11
Helicobacter pylori PeCan4,map00280,0.77
Helicobacter pylori PeCan4,map00290,0.26
Helicobacter pylori PeCan4,map00300,1.03
Helicobacter pylori PeCan4,map00310,0.53
Helicobacter pylori PeCan4,map00330,3.55
Helicobacter pylori PeCan4,map00350,0.04
Helicobacter pylori PeCan4,map00360,1.2
Helicobacter pylori PeCan4,map00362,0.64
Helicobacter pylori PeCan4,map00380,1.2
Helicobacter pylori PeCan4,map00400,1.7
Helicobacter pylori PeCan4,map00401,0.21
Helicobacter pylori PeCan4,map00405,0.26
Helicobacter pylori PeCan4,map00410,0.44
Helicobacter pylori PeCan4,map00430,1.26
Helicobacter pylori PeCan4,map00450,0.49
Helicobacter pylori PeCan4,map00460,1.32
Helicobacter pylori PeCan4,map00480,2.53
Helicobacter pylori PeCan4,map00500,0.22
Helicobacter pylori PeCan4,map00513,0.58
Helicobacter pylori PeCan4,map00515,0.58
Helicobacter pylori PeCan4,map00520,4.7
Helicobacter pylori PeCan4,map00521,0.09
Helicobacter pylori PeCan4,map00524,0.08
Helicobacter pylori PeCan4,map00540,10.62
Helicobacter pylori PeCan4,map00541,4.47
Helicobacter pylori PeCan4,map00550,0.24
Helicobacter pylori PeCan4,map00561,1.03
Helicobacter pylori PeCan4,map00562,0.01
Helicobacter pylori PeCan4,map00564,2.93
Helicobacter pylori PeCan4,map00565,0.59
Helicobacter pylori PeCan4,map00590,0.59
Helicobacter pylori PeCan4,map00591,0.59
Helicobacter pylori PeCan4,map00592,1.18
Helicobacter pylori PeCan4,map00601,1.16
Helicobacter pylori PeCan4,map00603,0.58
Helicobacter pylori PeCan4,map00620,3.43
Helicobacter pylori PeCan4,map00621,0.48
Helicobacter pylori PeCan4,map00622,0.48
Helicobacter pylori PeCan4,map00627,0.59
Helicobacter pylori PeCan4,map00630,3.36
Helicobacter pylori PeCan4,map00633,0.01
Helicobacter pylori PeCan4,map00640,1.57
Helicobacter pylori PeCan4,map00643,0.59
Helicobacter pylori PeCan4,map00650,1.37
Helicobacter pylori PeCan4,map00670,0.95
Helicobacter pylori PeCan4,map00730,1.13
Helicobacter pylori PeCan4,map00740,0.46
Helicobacter pylori PeCan4,map00750,1.07
Helicobacter pylori PeCan4,map00760,1.1
Helicobacter pylori PeCan4,map00770,1.2
Helicobacter pylori PeCan4,map00780,2.26
Helicobacter pylori PeCan4,map00790,5.92
Helicobacter pylori PeCan4,map00791,0.51
Helicobacter pylori PeCan4,map00860,2.74
Helicobacter pylori PeCan4,map00900,1.66
Helicobacter pylori PeCan4,map00908,0.01
Helicobacter pylori PeCan4,map00930,0.51
Helicobacter pylori PeCan4,map00950,0.04
Helicobacter pylori PeCan4,map00960,0.04
Helicobacter pylori PeCan4,map00966,0.03
Helicobacter pylori PeCan4,map00983,0.55
Helicobacter pylori PeCan4,map01051,0.01
Helicobacter pylori Puno120,map00010,1.61
Helicobacter pylori Puno120,map00020,2.26
Helicobacter pylori Puno120,map00030,2.65
Helicobacter pylori Puno120,map00040,0.95
Helicobacter pylori Puno120,map00051,1.87
Helicobacter pylori Puno120,map00052,0.24
Helicobacter pylori Puno120,map00053,0.51
Helicobacter pylori Puno120,map00061,0.8
Helicobacter pylori Puno120,map00071,0.16
Helicobacter pylori Puno120,map00121,0.5
Helicobacter pylori Puno120,map00130,4.32
Helicobacter pylori Puno120,map00220,1.18
Helicobacter pylori Puno120,map00230,4.57
Helicobacter pylori Puno120,map00240,3.16
Helicobacter pylori Puno120,map00250,2.22
Helicobacter pylori Puno120,map00254,0.06
Helicobacter pylori Puno120,map00260,1.69
Helicobacter pylori Puno120,map00261,0.07
Helicobacter pylori Puno120,map00270,1.11
Helicobacter pylori Puno120,map00280,0.77
Helicobacter pylori Puno120,map00290,0.26
Helicobacter pylori Puno120,map00300,1.03
Helicobacter pylori Puno120,map00310,0.53
Helicobacter pylori Puno120,map00330,3.55
Helicobacter pylori Puno120,map00350,0.04
Helicobacter pylori Puno120,map00360,1.2
Helicobacter pylori Puno120,map00362,0.64
Helicobacter pylori Puno120,map00380,1.2
Helicobacter pylori Puno120,map00400,1.7
Helicobacter pylori Puno120,map00401,0.21
Helicobacter pylori Puno120,map00405,0.26
Helicobacter pylori Puno120,map00410,0.44
Helicobacter pylori Puno120,map00430,1.26
Helicobacter pylori Puno120,map00450,0.47
Helicobacter pylori Puno120,map00460,1.32
Helicobacter pylori Puno120,map00480,2.53
Helicobacter pylori Puno120,map00500,0.22
Helicobacter pylori Puno120,map00513,0.58
Helicobacter pylori Puno120,map00515,0.58
Helicobacter pylori Puno120,map00520,6.4
Helicobacter pylori Puno120,map00521,0.09
Helicobacter pylori Puno120,map00524,0.08
Helicobacter pylori Puno120,map00540,10.09
Helicobacter pylori Puno120,map00541,5.38
Helicobacter pylori Puno120,map00550,0.2
Helicobacter pylori Puno120,map00561,1.03
Helicobacter pylori Puno120,map00562,0.01
Helicobacter pylori Puno120,map00564,2.93
Helicobacter pylori Puno120,map00565,0.59
Helicobacter pylori Puno120,map00590,0.59
Helicobacter pylori Puno120,map00591,0.59
Helicobacter pylori Puno120,map00592,1.18
Helicobacter pylori Puno120,map00601,1.16
Helicobacter pylori Puno120,map00603,0.58
Helicobacter pylori Puno120,map00620,2.74
Helicobacter pylori Puno120,map00621,0.48
Helicobacter pylori Puno120,map00622,0.48
Helicobacter pylori Puno120,map00627,0.59
Helicobacter pylori Puno120,map00630,2.67
Helicobacter pylori Puno120,map00633,0.01
Helicobacter pylori Puno120,map00640,0.88
Helicobacter pylori Puno120,map00643,0.59
Helicobacter pylori Puno120,map00650,1.37
Helicobacter pylori Puno120,map00670,0.95
Helicobacter pylori Puno120,map00730,1.13
Helicobacter pylori Puno120,map00740,0.46
Helicobacter pylori Puno120,map00750,1.07
Helicobacter pylori Puno120,map00760,1.1
Helicobacter pylori Puno120,map00770,1.2
Helicobacter pylori Puno120,map00780,2.26
Helicobacter pylori Puno120,map00790,5.92
Helicobacter pylori Puno120,map00791,0.51
Helicobacter pylori Puno120,map00860,2.74
Helicobacter pylori Puno120,map00900,1.66
Helicobacter pylori Puno120,map00908,0.01
Helicobacter pylori Puno120,map00930,0.51
Helicobacter pylori Puno120,map00950,0.04
Helicobacter pylori Puno120,map00960,0.04
Helicobacter pylori Puno120,map00966,0.03
Helicobacter pylori Puno120,map00983,0.55
Helicobacter pylori Puno120,map01051,0.01
Helicobacter pylori Puno135,map00010,2.3
Helicobacter pylori Puno135,map00020,2.26
Helicobacter pylori Puno135,map00030,2.65
Helicobacter pylori Puno135,map00040,0.95
Helicobacter pylori Puno135,map00051,1.87
Helicobacter pylori Puno135,map00052,0.24
Helicobacter pylori Puno135,map00053,0.51
Helicobacter pylori Puno135,map00061,0.8
Helicobacter pylori Puno135,map00071,0.16
Helicobacter pylori Puno135,map00121,0.5
Helicobacter pylori Puno135,map00130,4.32
Helicobacter pylori Puno135,map00220,1.18
Helicobacter pylori Puno135,map00230,4.57
Helicobacter pylori Puno135,map00240,3.16
Helicobacter pylori Puno135,map00250,2.22
Helicobacter pylori Puno135,map00254,0.06
Helicobacter pylori Puno135,map00260,1.69
Helicobacter pylori Puno135,map00261,0.07
Helicobacter pylori Puno135,map00270,1.11
Helicobacter pylori Puno135,map00280,0.77
Helicobacter pylori Puno135,map00290,0.26
Helicobacter pylori Puno135,map00300,1.03
Helicobacter pylori Puno135,map00310,0.53
Helicobacter pylori Puno135,map00330,3.55
Helicobacter pylori Puno135,map00350,0.04
Helicobacter pylori Puno135,map00360,1.2
Helicobacter pylori Puno135,map00362,0.64
Helicobacter pylori Puno135,map00380,1.2
Helicobacter pylori Puno135,map00400,1.7
Helicobacter pylori Puno135,map00401,0.21
Helicobacter pylori Puno135,map00405,0.26
Helicobacter pylori Puno135,map00410,0.44
Helicobacter pylori Puno135,map00430,1.26
Helicobacter pylori Puno135,map00450,0.49
Helicobacter pylori Puno135,map00460,1.32
Helicobacter pylori Puno135,map00480,2.53
Helicobacter pylori Puno135,map00500,0.22
Helicobacter pylori Puno135,map00513,0.58
Helicobacter pylori Puno135,map00515,0.58
Helicobacter pylori Puno135,map00520,6.4
Helicobacter pylori Puno135,map00521,0.09
Helicobacter pylori Puno135,map00524,0.08
Helicobacter pylori Puno135,map00540,10.62
Helicobacter pylori Puno135,map00541,5.38
Helicobacter pylori Puno135,map00550,0.24
Helicobacter pylori Puno135,map00561,1.03
Helicobacter pylori Puno135,map00562,0.01
Helicobacter pylori Puno135,map00564,2.93
Helicobacter pylori Puno135,map00565,0.59
Helicobacter pylori Puno135,map00590,0.59
Helicobacter pylori Puno135,map00591,0.59
Helicobacter pylori Puno135,map00592,1.18
Helicobacter pylori Puno135,map00601,1.16
Helicobacter pylori Puno135,map00603,0.58
Helicobacter pylori Puno135,map00620,3.43
Helicobacter pylori Puno135,map00621,0.48
Helicobacter pylori Puno135,map00622,0.48
Helicobacter pylori Puno135,map00627,0.59
Helicobacter pylori Puno135,map00630,3.36
Helicobacter pylori Puno135,map00633,0.01
Helicobacter pylori Puno135,map00640,1.57
Helicobacter pylori Puno135,map00643,0.59
Helicobacter pylori Puno135,map00650,1.37
Helicobacter pylori Puno135,map00670,0.95
Helicobacter pylori Puno135,map00730,1.13
Helicobacter pylori Puno135,map00740,0.46
Helicobacter pylori Puno135,map00750,1.07
Helicobacter pylori Puno135,map00760,1.1
Helicobacter pylori Puno135,map00770,1.2
Helicobacter pylori Puno135,map00780,2.26
Helicobacter pylori Puno135,map00790,5.92
Helicobacter pylori Puno135,map00791,0.51
Helicobacter pylori Puno135,map00860,2.74
Helicobacter pylori Puno135,map00900,1.66
Helicobacter pylori Puno135,map00908,0.01
Helicobacter pylori Puno135,map00930,0.51
Helicobacter pylori Puno135,map00950,0.04
Helicobacter pylori Puno135,map00960,0.04
Helicobacter pylori Puno135,map00966,0.03
Helicobacter pylori Puno135,map00983,0.55
Helicobacter pylori Puno135,map01051,0.01
Helicobacter pylori Rif1,map00010,2.3
Helicobacter pylori Rif1,map00020,2.26
Helicobacter pylori Rif1,map00030,2.65
Helicobacter pylori Rif1,map00040,0.95
Helicobacter pylori Rif1,map00051,1.87
Helicobacter pylori Rif1,map00052,0.24
Helicobacter pylori Rif1,map00053,0.51
Helicobacter pylori Rif1,map00061,0.8
Helicobacter pylori Rif1,map00071,0.16
Helicobacter pylori Rif1,map00121,0.5
Helicobacter pylori Rif1,map00130,4.32
Helicobacter pylori Rif1,map00220,1.18
Helicobacter pylori Rif1,map00230,3.9
Helicobacter pylori Rif1,map00240,3.16
Helicobacter pylori Rif1,map00250,2.22
Helicobacter pylori Rif1,map00254,0.06
Helicobacter pylori Rif1,map00260,1.69
Helicobacter pylori Rif1,map00261,0.07
Helicobacter pylori Rif1,map00270,1.11
Helicobacter pylori Rif1,map00280,0.77
Helicobacter pylori Rif1,map00290,0.26
Helicobacter pylori Rif1,map00300,1.03
Helicobacter pylori Rif1,map00310,0.53
Helicobacter pylori Rif1,map00330,4.42
Helicobacter pylori Rif1,map00350,0.04
Helicobacter pylori Rif1,map00360,1.2
Helicobacter pylori Rif1,map00362,0.64
Helicobacter pylori Rif1,map00380,1.2
Helicobacter pylori Rif1,map00400,1.7
Helicobacter pylori Rif1,map00401,0.21
Helicobacter pylori Rif1,map00405,0.26
Helicobacter pylori Rif1,map00410,0.44
Helicobacter pylori Rif1,map00430,1.14
Helicobacter pylori Rif1,map00450,0.49
Helicobacter pylori Rif1,map00460,1.32
Helicobacter pylori Rif1,map00480,2.53
Helicobacter pylori Rif1,map00500,0.22
Helicobacter pylori Rif1,map00513,0.58
Helicobacter pylori Rif1,map00515,0.58
Helicobacter pylori Rif1,map00520,4.16
Helicobacter pylori Rif1,map00521,0.09
Helicobacter pylori Rif1,map00524,0.08
Helicobacter pylori Rif1,map00540,10.62
Helicobacter pylori Rif1,map00541,3.93
Helicobacter pylori Rif1,map00550,0.24
Helicobacter pylori Rif1,map00561,1.66
Helicobacter pylori Rif1,map00562,0.01
Helicobacter pylori Rif1,map00564,2.93
Helicobacter pylori Rif1,map00565,0.59
Helicobacter pylori Rif1,map00590,0.59
Helicobacter pylori Rif1,map00591,0.59
Helicobacter pylori Rif1,map00592,1.18
Helicobacter pylori Rif1,map00601,1.16
Helicobacter pylori Rif1,map00603,0.58
Helicobacter pylori Rif1,map00620,3.3
Helicobacter pylori Rif1,map00621,0.48
Helicobacter pylori Rif1,map00622,0.48
Helicobacter pylori Rif1,map00627,0.59
Helicobacter pylori Rif1,map00630,3.36
Helicobacter pylori Rif1,map00633,0.01
Helicobacter pylori Rif1,map00640,1.44
Helicobacter pylori Rif1,map00643,0.59
Helicobacter pylori Rif1,map00650,1.37
Helicobacter pylori Rif1,map00670,0.95
Helicobacter pylori Rif1,map00730,1.13
Helicobacter pylori Rif1,map00740,0.46
Helicobacter pylori Rif1,map00750,1.07
Helicobacter pylori Rif1,map00760,1.39
Helicobacter pylori Rif1,map00770,1.2
Helicobacter pylori Rif1,map00780,2.26
Helicobacter pylori Rif1,map00790,5.92
Helicobacter pylori Rif1,map00791,0.51
Helicobacter pylori Rif1,map00860,2.74
Helicobacter pylori Rif1,map00900,1.66
Helicobacter pylori Rif1,map00908,0.01
Helicobacter pylori Rif1,map00930,0.51
Helicobacter pylori Rif1,map00950,0.04
Helicobacter pylori Rif1,map00960,0.04
Helicobacter pylori Rif1,map00966,0.03
Helicobacter pylori Rif1,map00983,0.55
Helicobacter pylori Rif1,map01051,0.01
Helicobacter pylori Rif2,map00010,2.3
Helicobacter pylori Rif2,map00020,2.26
Helicobacter pylori Rif2,map00030,2.65
Helicobacter pylori Rif2,map00040,0.95
Helicobacter pylori Rif2,map00051,1.87
Helicobacter pylori Rif2,map00052,0.24
Helicobacter pylori Rif2,map00053,0.51
Helicobacter pylori Rif2,map00061,0.8
Helicobacter pylori Rif2,map00071,0.16
Helicobacter pylori Rif2,map00121,0.5
Helicobacter pylori Rif2,map00130,4.32
Helicobacter pylori Rif2,map00220,1.18
Helicobacter pylori Rif2,map00230,3.9
Helicobacter pylori Rif2,map00240,3.16
Helicobacter pylori Rif2,map00250,2.22
Helicobacter pylori Rif2,map00254,0.06
Helicobacter pylori Rif2,map00260,1.69
Helicobacter pylori Rif2,map00261,0.07
Helicobacter pylori Rif2,map00270,1.11
Helicobacter pylori Rif2,map00280,0.77
Helicobacter pylori Rif2,map00290,0.26
Helicobacter pylori Rif2,map00300,1.03
Helicobacter pylori Rif2,map00310,0.53
Helicobacter pylori Rif2,map00330,4.42
Helicobacter pylori Rif2,map00350,0.04
Helicobacter pylori Rif2,map00360,1.2
Helicobacter pylori Rif2,map00362,0.64
Helicobacter pylori Rif2,map00380,1.2
Helicobacter pylori Rif2,map00400,1.7
Helicobacter pylori Rif2,map00401,0.21
Helicobacter pylori Rif2,map00405,0.26
Helicobacter pylori Rif2,map00410,0.44
Helicobacter pylori Rif2,map00430,1.14
Helicobacter pylori Rif2,map00450,0.49
Helicobacter pylori Rif2,map00460,1.32
Helicobacter pylori Rif2,map00480,2.53
Helicobacter pylori Rif2,map00500,0.22
Helicobacter pylori Rif2,map00513,0.58
Helicobacter pylori Rif2,map00515,0.58
Helicobacter pylori Rif2,map00520,4.16
Helicobacter pylori Rif2,map00521,0.09
Helicobacter pylori Rif2,map00524,0.08
Helicobacter pylori Rif2,map00540,10.62
Helicobacter pylori Rif2,map00541,3.93
Helicobacter pylori Rif2,map00550,0.24
Helicobacter pylori Rif2,map00561,1.66
Helicobacter pylori Rif2,map00562,0.01
Helicobacter pylori Rif2,map00564,2.93
Helicobacter pylori Rif2,map00565,0.59
Helicobacter pylori Rif2,map00590,0.59
Helicobacter pylori Rif2,map00591,0.59
Helicobacter pylori Rif2,map00592,1.18
Helicobacter pylori Rif2,map00601,1.16
Helicobacter pylori Rif2,map00603,0.58
Helicobacter pylori Rif2,map00620,3.3
Helicobacter pylori Rif2,map00621,0.48
Helicobacter pylori Rif2,map00622,0.48
Helicobacter pylori Rif2,map00627,0.59
Helicobacter pylori Rif2,map00630,3.36
Helicobacter pylori Rif2,map00633,0.01
Helicobacter pylori Rif2,map00640,1.44
Helicobacter pylori Rif2,map00643,0.59
Helicobacter pylori Rif2,map00650,1.37
Helicobacter pylori Rif2,map00670,0.95
Helicobacter pylori Rif2,map00730,1.13
Helicobacter pylori Rif2,map00740,0.46
Helicobacter pylori Rif2,map00750,1.07
Helicobacter pylori Rif2,map00760,1.39
Helicobacter pylori Rif2,map00770,1.2
Helicobacter pylori Rif2,map00780,2.26
Helicobacter pylori Rif2,map00790,5.92
Helicobacter pylori Rif2,map00791,0.51
Helicobacter pylori Rif2,map00860,2.74
Helicobacter pylori Rif2,map00900,1.66
Helicobacter pylori Rif2,map00908,0.01
Helicobacter pylori Rif2,map00930,0.51
Helicobacter pylori Rif2,map00950,0.04
Helicobacter pylori Rif2,map00960,0.04
Helicobacter pylori Rif2,map00966,0.03
Helicobacter pylori Rif2,map00983,0.55
Helicobacter pylori Rif2,map01051,0.01
Helicobacter pylori SJM180,map00010,2.3
Helicobacter pylori SJM180,map00020,2.26
Helicobacter pylori SJM180,map00030,2.65
Helicobacter pylori SJM180,map00040,0.95
Helicobacter pylori SJM180,map00051,1.87
Helicobacter pylori SJM180,map00052,0.24
Helicobacter pylori SJM180,map00053,0.51
Helicobacter pylori SJM180,map00061,0.8
Helicobacter pylori SJM180,map00071,0.16
Helicobacter pylori SJM180,map00121,0.5
Helicobacter pylori SJM180,map00130,4.32
Helicobacter pylori SJM180,map00220,1.18
Helicobacter pylori SJM180,map00230,3.9
Helicobacter pylori SJM180,map00240,3.16
Helicobacter pylori SJM180,map00250,2.22
Helicobacter pylori SJM180,map00254,0.06
Helicobacter pylori SJM180,map00260,1.69
Helicobacter pylori SJM180,map00261,0.07
Helicobacter pylori SJM180,map00270,1.11
Helicobacter pylori SJM180,map00280,1.43
Helicobacter pylori SJM180,map00290,0.26
Helicobacter pylori SJM180,map00300,1.03
Helicobacter pylori SJM180,map00310,0.53
Helicobacter pylori SJM180,map00330,3.55
Helicobacter pylori SJM180,map00350,0.04
Helicobacter pylori SJM180,map00360,1.2
Helicobacter pylori SJM180,map00362,0.64
Helicobacter pylori SJM180,map00380,1.2
Helicobacter pylori SJM180,map00400,1.7
