Bacterium,Pathway,Value
Clostridium perfringens 13,map00562,5.96
Clostridium perfringens 13,map00564,5.25
Clostridium perfringens 13,map00565,0.72
Clostridium perfringens 13,map00590,0.79
Clostridium perfringens 13,map00592,0.67
Clostridium perfringens 13,map00600,2.47
Clostridium perfringens 13,map00603,0.74
Clostridium perfringens 13,map00604,0.72
Clostridium perfringens 13,map00620,6.5
Clostridium perfringens 13,map00621,0.12
Clostridium perfringens 13,map00622,0.12
Clostridium perfringens 13,map00625,0.98
Clostridium perfringens 13,map00626,0.11
Clostridium perfringens 13,map00627,1.11
Clostridium perfringens 13,map00630,2.28
Clostridium perfringens 13,map00633,0.43
Clostridium perfringens 13,map00640,4.87
Clostridium perfringens 13,map00643,0.79
Clostridium perfringens 13,map00650,6.61
Clostridium perfringens 13,map00670,1.72
Clostridium perfringens 13,map00730,4.04
Clostridium perfringens 13,map00740,2.85
Clostridium perfringens 13,map00750,0.19
Clostridium perfringens 13,map00760,2.48
Clostridium perfringens 13,map00770,1.87
Clostridium perfringens 13,map00780,2.33
Clostridium perfringens 13,map00790,6.89
Clostridium perfringens 13,map00830,0.11
Clostridium perfringens 13,map00860,19.22
Clostridium perfringens 13,map00900,1.34
Clostridium perfringens 13,map00903,1.04
Clostridium perfringens 13,map00908,0.01
Clostridium perfringens 13,map00930,0.56
Clostridium perfringens 13,map00944,0.94
Clostridium perfringens 13,map00950,0.06
Clostridium perfringens 13,map00960,0.06
Clostridium perfringens 13,map00966,0.03
Clostridium perfringens 13,map00980,0.11
Clostridium perfringens 13,map00981,0.48
Clostridium perfringens 13,map00982,0.11
Clostridium perfringens 13,map00983,4.29
Clostridium perfringens 13,map01040,0.6
Clostridium perfringens 13,map01051,0.01
Clostridium perfringens 13,map01055,0.99
Clostridium perfringens ATCC 13124,map00010,5.69
Clostridium perfringens ATCC 13124,map00020,0.43
Clostridium perfringens ATCC 13124,map00030,5.13
Clostridium perfringens ATCC 13124,map00040,6.15
Clostridium perfringens ATCC 13124,map00051,8.09
Clostridium perfringens ATCC 13124,map00052,3.82
Clostridium perfringens ATCC 13124,map00053,2.21
Clostridium perfringens ATCC 13124,map00061,2.58
Clostridium perfringens ATCC 13124,map00062,1.16
Clostridium perfringens ATCC 13124,map00071,2.28
Clostridium perfringens ATCC 13124,map00120,0.6
Clostridium perfringens ATCC 13124,map00121,1.6
Clostridium perfringens ATCC 13124,map00140,0.98
Clostridium perfringens ATCC 13124,map00220,2.69
Clostridium perfringens ATCC 13124,map00230,8.09
Clostridium perfringens ATCC 13124,map00240,9.19
Clostridium perfringens ATCC 13124,map00250,4.42
Clostridium perfringens ATCC 13124,map00254,0.11
Clostridium perfringens ATCC 13124,map00260,1.94
Clostridium perfringens ATCC 13124,map00261,1.0
Clostridium perfringens ATCC 13124,map00270,5.4
Clostridium perfringens ATCC 13124,map00280,3.03
Clostridium perfringens ATCC 13124,map00281,0.56
Clostridium perfringens ATCC 13124,map00290,0.13
Clostridium perfringens ATCC 13124,map00300,1.11
Clostridium perfringens ATCC 13124,map00310,1.6
Clostridium perfringens ATCC 13124,map00311,1.51
Clostridium perfringens ATCC 13124,map00330,4.8
Clostridium perfringens ATCC 13124,map00332,0.22
Clostridium perfringens ATCC 13124,map00340,1.87
Clostridium perfringens ATCC 13124,map00350,0.17
Clostridium perfringens ATCC 13124,map00360,2.82
Clostridium perfringens ATCC 13124,map00361,0.39
Clostridium perfringens ATCC 13124,map00362,1.64
Clostridium perfringens ATCC 13124,map00363,0.6
Clostridium perfringens ATCC 13124,map00380,1.6
Clostridium perfringens ATCC 13124,map00400,0.4
Clostridium perfringens ATCC 13124,map00401,0.06
Clostridium perfringens ATCC 13124,map00410,2.47
Clostridium perfringens ATCC 13124,map00430,0.9
Clostridium perfringens ATCC 13124,map00440,0.96
Clostridium perfringens ATCC 13124,map00450,2.11
Clostridium perfringens ATCC 13124,map00460,1.33
Clostridium perfringens ATCC 13124,map00480,2.82
Clostridium perfringens ATCC 13124,map00500,8.65
Clostridium perfringens ATCC 13124,map00511,2.96
Clostridium perfringens ATCC 13124,map00513,0.42
Clostridium perfringens ATCC 13124,map00520,7.43
Clostridium perfringens ATCC 13124,map00521,2.04
Clostridium perfringens ATCC 13124,map00523,0.94
Clostridium perfringens ATCC 13124,map00524,0.22
Clostridium perfringens ATCC 13124,map00525,0.34
Clostridium perfringens ATCC 13124,map00531,1.67
Clostridium perfringens ATCC 13124,map00541,2.52
Clostridium perfringens ATCC 13124,map00550,2.57
Clostridium perfringens ATCC 13124,map00561,7.28
Clostridium perfringens ATCC 13124,map00562,5.96
Clostridium perfringens ATCC 13124,map00564,4.31
Clostridium perfringens ATCC 13124,map00565,0.72
Clostridium perfringens ATCC 13124,map00590,0.79
Clostridium perfringens ATCC 13124,map00592,0.67
Clostridium perfringens ATCC 13124,map00600,2.47
Clostridium perfringens ATCC 13124,map00603,0.74
Clostridium perfringens ATCC 13124,map00604,0.72
Clostridium perfringens ATCC 13124,map00620,6.01
Clostridium perfringens ATCC 13124,map00621,0.12
Clostridium perfringens ATCC 13124,map00622,0.12
Clostridium perfringens ATCC 13124,map00625,0.98
Clostridium perfringens ATCC 13124,map00626,0.11
Clostridium perfringens ATCC 13124,map00627,1.11
Clostridium perfringens ATCC 13124,map00630,2.84
Clostridium perfringens ATCC 13124,map00633,0.43
Clostridium perfringens ATCC 13124,map00640,5.43
Clostridium perfringens ATCC 13124,map00643,0.79
Clostridium perfringens ATCC 13124,map00650,6.61
Clostridium perfringens ATCC 13124,map00670,2.19
Clostridium perfringens ATCC 13124,map00730,4.04
Clostridium perfringens ATCC 13124,map00740,2.85
Clostridium perfringens ATCC 13124,map00750,0.19
Clostridium perfringens ATCC 13124,map00760,2.48
Clostridium perfringens ATCC 13124,map00770,1.87
Clostridium perfringens ATCC 13124,map00780,2.33
Clostridium perfringens ATCC 13124,map00790,6.89
Clostridium perfringens ATCC 13124,map00830,0.11
Clostridium perfringens ATCC 13124,map00860,18.28
Clostridium perfringens ATCC 13124,map00900,1.34
Clostridium perfringens ATCC 13124,map00903,1.04
Clostridium perfringens ATCC 13124,map00908,0.01
Clostridium perfringens ATCC 13124,map00930,0.56
Clostridium perfringens ATCC 13124,map00950,0.06
Clostridium perfringens ATCC 13124,map00960,0.06
Clostridium perfringens ATCC 13124,map00966,0.03
Clostridium perfringens ATCC 13124,map00980,0.11
Clostridium perfringens ATCC 13124,map00981,0.48
Clostridium perfringens ATCC 13124,map00982,0.11
Clostridium perfringens ATCC 13124,map00983,3.35
Clostridium perfringens ATCC 13124,map01040,0.6
Clostridium perfringens ATCC 13124,map01051,0.01
Clostridium perfringens ATCC 13124,map01055,0.99
Clostridium perfringens SM101,map00010,5.69
Clostridium perfringens SM101,map00020,0.43
Clostridium perfringens SM101,map00030,5.13
Clostridium perfringens SM101,map00040,1.79
Clostridium perfringens SM101,map00051,3.96
Clostridium perfringens SM101,map00052,3.82
Clostridium perfringens SM101,map00053,1.1
Clostridium perfringens SM101,map00061,2.58
Clostridium perfringens SM101,map00062,1.16
Clostridium perfringens SM101,map00071,2.28
Clostridium perfringens SM101,map00121,0.99
Clostridium perfringens SM101,map00220,2.65
Clostridium perfringens SM101,map00230,7.46
Clostridium perfringens SM101,map00240,9.19
Clostridium perfringens SM101,map00250,4.38
Clostridium perfringens SM101,map00254,0.11
Clostridium perfringens SM101,map00260,1.94
Clostridium perfringens SM101,map00261,1.0
Clostridium perfringens SM101,map00270,4.3
Clostridium perfringens SM101,map00280,2.2
Clostridium perfringens SM101,map00281,0.56
Clostridium perfringens SM101,map00290,0.13
Clostridium perfringens SM101,map00300,1.11
Clostridium perfringens SM101,map00310,1.6
Clostridium perfringens SM101,map00311,0.57
Clostridium perfringens SM101,map00330,4.26
Clostridium perfringens SM101,map00332,0.22
Clostridium perfringens SM101,map00340,1.87
Clostridium perfringens SM101,map00350,0.17
Clostridium perfringens SM101,map00360,2.04
Clostridium perfringens SM101,map00361,0.39
Clostridium perfringens SM101,map00362,1.64
Clostridium perfringens SM101,map00363,0.6
Clostridium perfringens SM101,map00380,1.6
Clostridium perfringens SM101,map00400,0.4
Clostridium perfringens SM101,map00401,0.06
Clostridium perfringens SM101,map00410,2.47
Clostridium perfringens SM101,map00430,0.9
Clostridium perfringens SM101,map00450,2.11
Clostridium perfringens SM101,map00460,1.33
Clostridium perfringens SM101,map00480,2.82
Clostridium perfringens SM101,map00500,7.57
Clostridium perfringens SM101,map00511,2.96
Clostridium perfringens SM101,map00513,0.42
Clostridium perfringens SM101,map00520,7.64
Clostridium perfringens SM101,map00521,0.24
Clostridium perfringens SM101,map00524,0.22
Clostridium perfringens SM101,map00531,1.67
Clostridium perfringens SM101,map00541,1.57
Clostridium perfringens SM101,map00550,2.57
Clostridium perfringens SM101,map00561,5.72
Clostridium perfringens SM101,map00562,0.74
Clostridium perfringens SM101,map00564,3.45
Clostridium perfringens SM101,map00565,0.72
Clostridium perfringens SM101,map00572,0.2
Clostridium perfringens SM101,map00590,0.79
Clostridium perfringens SM101,map00592,0.67
Clostridium perfringens SM101,map00600,1.49
Clostridium perfringens SM101,map00603,0.74
Clostridium perfringens SM101,map00604,0.72
Clostridium perfringens SM101,map00620,5.71
Clostridium perfringens SM101,map00621,0.12
Clostridium perfringens SM101,map00622,0.12
Clostridium perfringens SM101,map00625,0.98
Clostridium perfringens SM101,map00626,0.11
Clostridium perfringens SM101,map00627,1.11
Clostridium perfringens SM101,map00630,2.84
Clostridium perfringens SM101,map00633,0.43
Clostridium perfringens SM101,map00640,3.96
Clostridium perfringens SM101,map00650,6.61
Clostridium perfringens SM101,map00670,2.19
Clostridium perfringens SM101,map00730,3.49
Clostridium perfringens SM101,map00740,2.85
Clostridium perfringens SM101,map00750,0.19
Clostridium perfringens SM101,map00760,2.44
Clostridium perfringens SM101,map00770,1.87
Clostridium perfringens SM101,map00780,1.62
Clostridium perfringens SM101,map00790,6.89
Clostridium perfringens SM101,map00830,0.11
Clostridium perfringens SM101,map00860,18.28
Clostridium perfringens SM101,map00900,1.34
Clostridium perfringens SM101,map00903,1.04
Clostridium perfringens SM101,map00908,0.01
Clostridium perfringens SM101,map00930,0.56
Clostridium perfringens SM101,map00950,0.06
Clostridium perfringens SM101,map00960,0.06
Clostridium perfringens SM101,map00966,0.03
Clostridium perfringens SM101,map00980,0.11
Clostridium perfringens SM101,map00981,0.48
Clostridium perfringens SM101,map00982,0.11
Clostridium perfringens SM101,map00983,3.35
Clostridium perfringens SM101,map01040,0.6
Clostridium perfringens SM101,map01051,0.01
Clostridium perfringens SM101,map01055,0.87
Clostridium saccharobutylicum,map00010,7.02
Clostridium saccharobutylicum,map00020,2.79
Clostridium saccharobutylicum,map00030,5.67
Clostridium saccharobutylicum,map00040,5.4
Clostridium saccharobutylicum,map00051,6.15
Clostridium saccharobutylicum,map00052,8.33
Clostridium saccharobutylicum,map00053,2.21
Clostridium saccharobutylicum,map00061,2.92
Clostridium saccharobutylicum,map00062,1.16
Clostridium saccharobutylicum,map00071,2.62
Clostridium saccharobutylicum,map00130,2.7
Clostridium saccharobutylicum,map00220,1.27
Clostridium saccharobutylicum,map00230,7.19
Clostridium saccharobutylicum,map00240,7.43
Clostridium saccharobutylicum,map00250,3.64
Clostridium saccharobutylicum,map00254,0.11
Clostridium saccharobutylicum,map00260,5.9
Clostridium saccharobutylicum,map00261,0.91
Clostridium saccharobutylicum,map00270,7.09
Clostridium saccharobutylicum,map00280,3.01
Clostridium saccharobutylicum,map00281,0.56
Clostridium saccharobutylicum,map00290,1.4
Clostridium saccharobutylicum,map00300,2.7
Clostridium saccharobutylicum,map00310,4.85
Clostridium saccharobutylicum,map00311,1.38
Clostridium saccharobutylicum,map00330,6.37
Clostridium saccharobutylicum,map00332,0.22
Clostridium saccharobutylicum,map00340,3.7
Clostridium saccharobutylicum,map00350,1.09
Clostridium saccharobutylicum,map00360,3.67
Clostridium saccharobutylicum,map00361,0.39
Clostridium saccharobutylicum,map00362,1.64
Clostridium saccharobutylicum,map00363,0.6
Clostridium saccharobutylicum,map00380,3.28
Clostridium saccharobutylicum,map00400,3.37
Clostridium saccharobutylicum,map00401,0.35
Clostridium saccharobutylicum,map00405,0.26
Clostridium saccharobutylicum,map00410,3.66
Clostridium saccharobutylicum,map00430,0.05
Clostridium saccharobutylicum,map00440,1.82
Clostridium saccharobutylicum,map00450,3.22
Clostridium saccharobutylicum,map00460,1.06
Clostridium saccharobutylicum,map00480,3.1
Clostridium saccharobutylicum,map00500,8.52
Clostridium saccharobutylicum,map00511,0.3
Clostridium saccharobutylicum,map00520,12.47
Clostridium saccharobutylicum,map00521,2.04
Clostridium saccharobutylicum,map00523,0.94
Clostridium saccharobutylicum,map00524,0.22
Clostridium saccharobutylicum,map00525,0.34
Clostridium saccharobutylicum,map00531,0.3
Clostridium saccharobutylicum,map00541,7.98
Clostridium saccharobutylicum,map00550,1.06
Clostridium saccharobutylicum,map00561,6.04
Clostridium saccharobutylicum,map00562,6.92
Clostridium saccharobutylicum,map00564,6.16
Clostridium saccharobutylicum,map00565,0.72
Clostridium saccharobutylicum,map00572,0.2
Clostridium saccharobutylicum,map00590,0.79
Clostridium saccharobutylicum,map00592,0.67
Clostridium saccharobutylicum,map00600,0.63
Clostridium saccharobutylicum,map00603,0.33
Clostridium saccharobutylicum,map00604,0.3
Clostridium saccharobutylicum,map00620,9.7
Clostridium saccharobutylicum,map00621,0.12
Clostridium saccharobutylicum,map00622,0.99
Clostridium saccharobutylicum,map00625,0.98
Clostridium saccharobutylicum,map00626,0.11
Clostridium saccharobutylicum,map00627,2.77
Clostridium saccharobutylicum,map00630,4.26
Clostridium saccharobutylicum,map00633,1.1
Clostridium saccharobutylicum,map00640,4.93
Clostridium saccharobutylicum,map00643,0.79
Clostridium saccharobutylicum,map00650,8.19
Clostridium saccharobutylicum,map00660,0.57
Clostridium saccharobutylicum,map00670,1.87
Clostridium saccharobutylicum,map00730,4.39
Clostridium saccharobutylicum,map00740,3.76
Clostridium saccharobutylicum,map00750,1.89
Clostridium saccharobutylicum,map00760,3.01
Clostridium saccharobutylicum,map00770,5.23
Clostridium saccharobutylicum,map00780,3.16
Clostridium saccharobutylicum,map00790,10.61
Clostridium saccharobutylicum,map00830,0.11
Clostridium saccharobutylicum,map00860,18.5
Clostridium saccharobutylicum,map00900,1.03
Clostridium saccharobutylicum,map00903,1.04
Clostridium saccharobutylicum,map00908,0.01
Clostridium saccharobutylicum,map00930,0.56
Clostridium saccharobutylicum,map00940,0.38
Clostridium saccharobutylicum,map00950,0.87
Clostridium saccharobutylicum,map00960,0.18
Clostridium saccharobutylicum,map00966,0.03
Clostridium saccharobutylicum,map00980,0.11
Clostridium saccharobutylicum,map00981,0.48
Clostridium saccharobutylicum,map00982,0.91
Clostridium saccharobutylicum,map00983,3.35
Clostridium saccharobutylicum,map01040,0.6
Clostridium saccharobutylicum,map01051,0.01
Clostridium saccharobutylicum,map01053,2.81
Clostridium saccharobutylicum,map01055,0.13
Clostridium saccharolyticum WM1,map00010,8.57
Clostridium saccharolyticum WM1,map00020,2.79
Clostridium saccharolyticum WM1,map00030,6.89
Clostridium saccharolyticum WM1,map00040,11.01
Clostridium saccharolyticum WM1,map00051,8.79
Clostridium saccharolyticum WM1,map00052,4.19
Clostridium saccharolyticum WM1,map00053,3.15
Clostridium saccharolyticum WM1,map00061,2.58
Clostridium saccharolyticum WM1,map00071,1.16
Clostridium saccharolyticum WM1,map00130,4.06
Clostridium saccharolyticum WM1,map00140,0.98
Clostridium saccharolyticum WM1,map00220,3.64
Clostridium saccharolyticum WM1,map00230,12.32
Clostridium saccharolyticum WM1,map00240,9.84
Clostridium saccharolyticum WM1,map00250,2.64
Clostridium saccharolyticum WM1,map00254,0.11
Clostridium saccharolyticum WM1,map00260,6.85
Clostridium saccharolyticum WM1,map00261,0.13
Clostridium saccharolyticum WM1,map00270,8.3
Clostridium saccharolyticum WM1,map00280,3.23
Clostridium saccharolyticum WM1,map00290,1.96
Clostridium saccharolyticum WM1,map00300,3.44
Clostridium saccharolyticum WM1,map00310,3.43
Clostridium saccharolyticum WM1,map00311,1.38
Clostridium saccharolyticum WM1,map00330,7.94
Clostridium saccharolyticum WM1,map00332,0.22
Clostridium saccharolyticum WM1,map00340,3.76
Clostridium saccharolyticum WM1,map00350,2.05
Clostridium saccharolyticum WM1,map00360,3.64
Clostridium saccharolyticum WM1,map00361,0.39
Clostridium saccharolyticum WM1,map00362,0.12
Clostridium saccharolyticum WM1,map00380,3.5
Clostridium saccharolyticum WM1,map00400,3.28
Clostridium saccharolyticum WM1,map00401,0.35
Clostridium saccharolyticum WM1,map00405,0.26
Clostridium saccharolyticum WM1,map00410,3.48
Clostridium saccharolyticum WM1,map00430,0.05
Clostridium saccharolyticum WM1,map00440,0.96
Clostridium saccharolyticum WM1,map00450,2.52
Clostridium saccharolyticum WM1,map00460,1.7
Clostridium saccharolyticum WM1,map00480,1.89
Clostridium saccharolyticum WM1,map00500,13.23
Clostridium saccharolyticum WM1,map00511,2.98
Clostridium saccharolyticum WM1,map00513,0.42
Clostridium saccharolyticum WM1,map00520,15.32
Clostridium saccharolyticum WM1,map00521,2.04
Clostridium saccharolyticum WM1,map00523,0.94
Clostridium saccharolyticum WM1,map00524,0.22
Clostridium saccharolyticum WM1,map00525,0.34
Clostridium saccharolyticum WM1,map00531,0.72
Clostridium saccharolyticum WM1,map00540,4.77
Clostridium saccharolyticum WM1,map00541,6.03
Clostridium saccharolyticum WM1,map00550,1.5
Clostridium saccharolyticum WM1,map00561,5.89
Clostridium saccharolyticum WM1,map00562,6.23
Clostridium saccharolyticum WM1,map00564,2.98
Clostridium saccharolyticum WM1,map00590,0.79
Clostridium saccharolyticum WM1,map00592,0.11
Clostridium saccharolyticum WM1,map00600,1.61
Clostridium saccharolyticum WM1,map00603,0.74
Clostridium saccharolyticum WM1,map00604,0.72
Clostridium saccharolyticum WM1,map00620,6.36
Clostridium saccharolyticum WM1,map00621,0.12
Clostridium saccharolyticum WM1,map00622,0.12
Clostridium saccharolyticum WM1,map00625,0.98
Clostridium saccharolyticum WM1,map00626,0.11
Clostridium saccharolyticum WM1,map00627,2.38
Clostridium saccharolyticum WM1,map00630,3.52
Clostridium saccharolyticum WM1,map00633,1.87
Clostridium saccharolyticum WM1,map00640,4.9
Clostridium saccharolyticum WM1,map00643,1.91
Clostridium saccharolyticum WM1,map00650,3.24
Clostridium saccharolyticum WM1,map00660,0.57
Clostridium saccharolyticum WM1,map00670,2.45
Clostridium saccharolyticum WM1,map00730,3.23
Clostridium saccharolyticum WM1,map00740,3.52
Clostridium saccharolyticum WM1,map00750,0.91
Clostridium saccharolyticum WM1,map00760,2.88
Clostridium saccharolyticum WM1,map00770,3.55
Clostridium saccharolyticum WM1,map00780,1.62
Clostridium saccharolyticum WM1,map00785,0.38
Clostridium saccharolyticum WM1,map00790,2.6
Clostridium saccharolyticum WM1,map00791,1.0
Clostridium saccharolyticum WM1,map00830,0.11
Clostridium saccharolyticum WM1,map00860,17.06
Clostridium saccharolyticum WM1,map00900,0.79
Clostridium saccharolyticum WM1,map00903,1.41
Clostridium saccharolyticum WM1,map00908,0.01
Clostridium saccharolyticum WM1,map00930,0.93
Clostridium saccharolyticum WM1,map00940,0.38
Clostridium saccharolyticum WM1,map00950,0.87
Clostridium saccharolyticum WM1,map00960,0.18
Clostridium saccharolyticum WM1,map00966,0.03
Clostridium saccharolyticum WM1,map00980,0.11
Clostridium saccharolyticum WM1,map00981,0.48
Clostridium saccharolyticum WM1,map00982,0.91
Clostridium saccharolyticum WM1,map00983,4.78
Clostridium saccharolyticum WM1,map01051,0.01
Clostridium saccharolyticum WM1,map01055,0.13
Clostridium saccharoperbutylacetonicum,map00010,9.13
Clostridium saccharoperbutylacetonicum,map00020,4.7
Clostridium saccharoperbutylacetonicum,map00030,7.42
Clostridium saccharoperbutylacetonicum,map00040,13.1
Clostridium saccharoperbutylacetonicum,map00051,10.22
Clostridium saccharoperbutylacetonicum,map00052,3.54
Clostridium saccharoperbutylacetonicum,map00053,2.79
Clostridium saccharoperbutylacetonicum,map00061,2.92
Clostridium saccharoperbutylacetonicum,map00062,1.16
Clostridium saccharoperbutylacetonicum,map00071,2.62
Clostridium saccharoperbutylacetonicum,map00130,3.03
Clostridium saccharoperbutylacetonicum,map00220,1.27
Clostridium saccharoperbutylacetonicum,map00230,6.07
Clostridium saccharoperbutylacetonicum,map00240,8.31
Clostridium saccharoperbutylacetonicum,map00250,5.58
Clostridium saccharoperbutylacetonicum,map00254,0.11
Clostridium saccharoperbutylacetonicum,map00260,7.3
Clostridium saccharoperbutylacetonicum,map00261,0.91
Clostridium saccharoperbutylacetonicum,map00270,7.3
Clostridium saccharoperbutylacetonicum,map00280,3.01
Clostridium saccharoperbutylacetonicum,map00281,0.56
Clostridium saccharoperbutylacetonicum,map00290,1.4
Clostridium saccharoperbutylacetonicum,map00300,2.7
Clostridium saccharoperbutylacetonicum,map00310,7.68
Clostridium saccharoperbutylacetonicum,map00311,1.38
Clostridium saccharoperbutylacetonicum,map00330,9.01
Clostridium saccharoperbutylacetonicum,map00332,0.22
Clostridium saccharoperbutylacetonicum,map00340,3.7
Clostridium saccharoperbutylacetonicum,map00350,2.04
Clostridium saccharoperbutylacetonicum,map00360,3.74
Clostridium saccharoperbutylacetonicum,map00361,0.39
Clostridium saccharoperbutylacetonicum,map00362,4.06
Clostridium saccharoperbutylacetonicum,map00363,0.6
Clostridium saccharoperbutylacetonicum,map00380,3.4
Clostridium saccharoperbutylacetonicum,map00400,2.5
Clostridium saccharoperbutylacetonicum,map00401,0.35
Clostridium saccharoperbutylacetonicum,map00405,0.26
Clostridium saccharoperbutylacetonicum,map00410,6.63
Clostridium saccharoperbutylacetonicum,map00430,0.88
Clostridium saccharoperbutylacetonicum,map00440,1.82
Clostridium saccharoperbutylacetonicum,map00450,2.52
Clostridium saccharoperbutylacetonicum,map00460,1.06
Clostridium saccharoperbutylacetonicum,map00480,3.1
Clostridium saccharoperbutylacetonicum,map00500,11.57
Clostridium saccharoperbutylacetonicum,map00511,1.68
Clostridium saccharoperbutylacetonicum,map00520,16.16
Clostridium saccharoperbutylacetonicum,map00521,1.18
Clostridium saccharoperbutylacetonicum,map00523,0.94
Clostridium saccharoperbutylacetonicum,map00524,0.22
Clostridium saccharoperbutylacetonicum,map00525,0.34
Clostridium saccharoperbutylacetonicum,map00531,0.3
Clostridium saccharoperbutylacetonicum,map00540,0.99
Clostridium saccharoperbutylacetonicum,map00541,11.26
Clostridium saccharoperbutylacetonicum,map00550,1.62
Clostridium saccharoperbutylacetonicum,map00561,6.94
Clostridium saccharoperbutylacetonicum,map00562,0.92
Clostridium saccharoperbutylacetonicum,map00564,5.09
Clostridium saccharoperbutylacetonicum,map00572,0.2
Clostridium saccharoperbutylacetonicum,map00590,0.79
Clostridium saccharoperbutylacetonicum,map00592,0.67
Clostridium saccharoperbutylacetonicum,map00600,0.63
Clostridium saccharoperbutylacetonicum,map00603,0.33
Clostridium saccharoperbutylacetonicum,map00604,0.3
Clostridium saccharoperbutylacetonicum,map00620,10.91
Clostridium saccharoperbutylacetonicum,map00621,1.04
Clostridium saccharoperbutylacetonicum,map00622,1.9
Clostridium saccharoperbutylacetonicum,map00625,1.79
Clostridium saccharoperbutylacetonicum,map00626,0.11
Clostridium saccharoperbutylacetonicum,map00627,4.7
Clostridium saccharoperbutylacetonicum,map00630,5.79
Clostridium saccharoperbutylacetonicum,map00633,1.87
Clostridium saccharoperbutylacetonicum,map00640,5.49
Clostridium saccharoperbutylacetonicum,map00643,0.79
Clostridium saccharoperbutylacetonicum,map00650,12.93
Clostridium saccharoperbutylacetonicum,map00660,0.57
Clostridium saccharoperbutylacetonicum,map00670,1.87
Clostridium saccharoperbutylacetonicum,map00730,4.39
Clostridium saccharoperbutylacetonicum,map00740,4.75
Clostridium saccharoperbutylacetonicum,map00750,0.91
Clostridium saccharoperbutylacetonicum,map00760,5.09
Clostridium saccharoperbutylacetonicum,map00770,6.4
Clostridium saccharoperbutylacetonicum,map00780,3.16
Clostridium saccharoperbutylacetonicum,map00790,10.61
Clostridium saccharoperbutylacetonicum,map00830,0.11
Clostridium saccharoperbutylacetonicum,map00860,21.14
Clostridium saccharoperbutylacetonicum,map00900,1.92
Clostridium saccharoperbutylacetonicum,map00903,1.04
Clostridium saccharoperbutylacetonicum,map00908,0.01
Clostridium saccharoperbutylacetonicum,map00930,0.56
Clostridium saccharoperbutylacetonicum,map00940,0.38
Clostridium saccharoperbutylacetonicum,map00950,0.87
Clostridium saccharoperbutylacetonicum,map00960,0.18
Clostridium saccharoperbutylacetonicum,map00966,0.03
Clostridium saccharoperbutylacetonicum,map00980,0.11
Clostridium saccharoperbutylacetonicum,map00981,0.48
Clostridium saccharoperbutylacetonicum,map00982,0.91
Clostridium saccharoperbutylacetonicum,map00983,5.78
Clostridium saccharoperbutylacetonicum,map01040,0.6
Clostridium saccharoperbutylacetonicum,map01051,0.01
Clostridium saccharoperbutylacetonicum,map01055,0.13
Clostridium scatologenes,map00010,8.96
Clostridium scatologenes,map00020,8.57
Clostridium scatologenes,map00030,4.11
Clostridium scatologenes,map00040,12.77
Clostridium scatologenes,map00051,8.86
Clostridium scatologenes,map00052,2.12
Clostridium scatologenes,map00053,1.26
Clostridium scatologenes,map00061,2.92
Clostridium scatologenes,map00062,1.16
Clostridium scatologenes,map00071,2.13
Clostridium scatologenes,map00130,2.89
Clostridium scatologenes,map00220,3.3
Clostridium scatologenes,map00230,13.43
Clostridium scatologenes,map00240,10.9
Clostridium scatologenes,map00250,5.38
Clostridium scatologenes,map00254,0.11
Clostridium scatologenes,map00260,7.6
Clostridium scatologenes,map00261,1.0
Clostridium scatologenes,map00270,12.87
Clostridium scatologenes,map00280,4.79
Clostridium scatologenes,map00281,0.56
Clostridium scatologenes,map00290,1.4
Clostridium scatologenes,map00300,2.09
Clostridium scatologenes,map00310,6.75
Clostridium scatologenes,map00311,1.38
Clostridium scatologenes,map00330,7.99
Clostridium scatologenes,map00332,0.22
Clostridium scatologenes,map00340,6.82
Clostridium scatologenes,map00350,2.04
Clostridium scatologenes,map00360,4.52
Clostridium scatologenes,map00361,0.39
Clostridium scatologenes,map00362,2.15
Clostridium scatologenes,map00363,0.6
Clostridium scatologenes,map00380,4.18
Clostridium scatologenes,map00400,3.37
Clostridium scatologenes,map00401,0.35
Clostridium scatologenes,map00405,0.26
Clostridium scatologenes,map00410,4.9
Clostridium scatologenes,map00430,1.82
Clostridium scatologenes,map00440,0.97
Clostridium scatologenes,map00450,4.13
Clostridium scatologenes,map00460,2.95
Clostridium scatologenes,map00480,4.3
Clostridium scatologenes,map00500,5.43
Clostridium scatologenes,map00510,0.8
Clostridium scatologenes,map00511,0.87
Clostridium scatologenes,map00520,13.1
Clostridium scatologenes,map00521,0.53
Clostridium scatologenes,map00523,0.29
Clostridium scatologenes,map00524,0.22
Clostridium scatologenes,map00534,0.96
Clostridium scatologenes,map00541,11.99
Clostridium scatologenes,map00550,1.62
Clostridium scatologenes,map00561,5.94
Clostridium scatologenes,map00562,0.74
Clostridium scatologenes,map00564,5.35
Clostridium scatologenes,map00565,0.72
Clostridium scatologenes,map00572,0.2
Clostridium scatologenes,map00590,0.79
Clostridium scatologenes,map00592,0.67
Clostridium scatologenes,map00620,12.79
Clostridium scatologenes,map00621,0.12
Clostridium scatologenes,map00622,1.94
Clostridium scatologenes,map00623,0.96
Clostridium scatologenes,map00625,1.31
Clostridium scatologenes,map00626,0.11
Clostridium scatologenes,map00627,3.77
Clostridium scatologenes,map00630,7.74
Clostridium scatologenes,map00633,1.87
Clostridium scatologenes,map00640,9.1
Clostridium scatologenes,map00643,1.75
